nb_nodes,inf_times,inf_nb_visits,supr_times,supr_nb_visits,med_times,med_nb_visits
55,0.004818916320800781,1,0.009716033935546875,56,0.003553152084350586,1
56,0.004416942596435547,1,0.010573148727416992,57,0.0035200119018554688,1
57,0.004817008972167969,1,0.009931087493896484,58,0.0037169456481933594,1
58,0.004611015319824219,1,0.010499000549316406,59,0.003774881362915039,1
59,0.004743099212646484,1,0.011224031448364258,60,0.004332065582275391,1
60,0.005127906799316406,1,0.010833024978637695,61,0.003923177719116211,1
61,0.00504302978515625,1,0.011116981506347656,62,0.0041501522064208984,1
62,0.005796909332275391,1,0.011804819107055664,63,0.004435062408447266,1
63,0.005713939666748047,1,0.012106180191040039,64,0.004579067230224609,1
64,0.005878925323486328,1,0.012455940246582031,65,0.004402875900268555,1
65,0.006245136260986328,1,0.012781143188476562,66,0.005136966705322266,1
66,0.0058400630950927734,1,0.012399911880493164,67,0.005738973617553711,1
67,0.006609916687011719,1,0.013211965560913086,68,0.00524592399597168,1
68,0.006565093994140625,1,0.013324975967407227,69,0.005118131637573242,1
69,0.007621049880981445,1,0.013679981231689453,70,0.005282878875732422,1
70,0.006552934646606445,1,0.014452219009399414,71,0.005732059478759766,1
71,0.006552219390869141,1,0.014432907104492188,72,0.005727052688598633,1
72,0.006907939910888672,1,0.01524209976196289,73,0.007509946823120117,1
73,0.00684809684753418,1,0.015372037887573242,74,0.007383823394775391,1
74,0.0077419281005859375,1,0.015199899673461914,75,0.006892204284667969,1
75,0.007760047912597656,1,0.015337944030761719,76,0.005959033966064453,1
76,0.007877111434936523,1,0.016117095947265625,77,0.0061969757080078125,1
77,0.007533073425292969,1,0.017505884170532227,78,0.0069980621337890625,1
78,0.00807809829711914,1,0.024317026138305664,79,0.006262063980102539,1
79,0.007972955703735352,1,0.02230095863342285,80,0.006433963775634766,1
80,0.008177995681762695,1,0.026005983352661133,81,0.009593963623046875,1
81,0.008368968963623047,1,0.020692110061645508,82,0.008762836456298828,1
82,0.00881195068359375,1,0.019515037536621094,83,0.008458137512207031,1
83,0.009079933166503906,1,0.02011704444885254,84,0.008852958679199219,1
84,0.009467124938964844,1,0.020784854888916016,85,0.008920907974243164,1
85,0.009150981903076172,1,0.021298885345458984,86,0.009448051452636719,1
86,0.009974956512451172,1,0.023159027099609375,87,0.010195016860961914,1
87,0.010965824127197266,1,0.022342205047607422,88,0.010685920715332031,1
88,0.010113954544067383,1,0.0222320556640625,89,0.010304927825927734,1
89,0.011421918869018555,1,0.024445056915283203,90,0.009987115859985352,1
90,0.011591911315917969,1,0.027225017547607422,91,0.010367155075073242,1
91,0.010859012603759766,1,0.0232698917388916,92,0.010561943054199219,1
92,0.011410951614379883,1,0.023970842361450195,93,0.01062321662902832,1
93,0.011766195297241211,1,0.02499985694885254,94,0.010981082916259766,1
94,0.013842105865478516,1,0.028462886810302734,95,0.011249065399169922,1
95,0.012124061584472656,1,0.024774789810180664,96,0.011950969696044922,1
96,0.012859106063842773,1,0.024135112762451172,97,0.014001846313476562,1
97,0.01438593864440918,1,0.02478504180908203,98,0.011631965637207031,1
98,0.013643026351928711,1,0.02705097198486328,99,0.012135982513427734,1
99,0.01840996742248535,1,0.028216123580932617,100,0.012829065322875977,1
100,0.015271186828613281,1,0.026649951934814453,101,0.012389898300170898,1
101,0.01432490348815918,1,0.027601003646850586,102,0.01265096664428711,1
102,0.014400959014892578,1,0.029803037643432617,103,0.013315916061401367,1
103,0.015066146850585938,1,0.03299689292907715,104,0.014898061752319336,1
104,0.015002012252807617,1,0.03210711479187012,105,0.013303041458129883,1
105,0.015925884246826172,1,0.03144693374633789,106,0.014679908752441406,1
106,0.01653885841369629,1,0.03294706344604492,107,0.014860153198242188,1
107,0.017049074172973633,1,0.031278133392333984,108,0.016067028045654297,1
108,0.015611886978149414,1,0.03045201301574707,109,0.015758991241455078,1
109,0.01733994483947754,1,0.031008005142211914,110,0.016808032989501953,1
110,0.017068147659301758,1,0.03183913230895996,111,0.016716957092285156,1
111,0.01759815216064453,1,0.03168988227844238,112,0.017531871795654297,1
112,0.015395879745483398,1,0.03338885307312012,113,0.017734050750732422,1
113,0.018542051315307617,1,0.033521175384521484,114,0.017608165740966797,1
114,0.015916109085083008,1,0.035208940505981445,115,0.017914772033691406,1
115,0.018275976181030273,1,0.03776407241821289,116,0.01657700538635254,1
116,0.016412973403930664,1,0.03744387626647949,117,0.017993927001953125,1
117,0.01660299301147461,1,0.03715395927429199,118,0.01840496063232422,1
118,0.017287015914916992,1,0.03915905952453613,119,0.017550945281982422,1
119,0.018409013748168945,1,0.037964820861816406,120,0.01710987091064453,1
120,0.018025875091552734,1,0.03923988342285156,121,0.017436981201171875,1
121,0.02013397216796875,1,0.039398908615112305,122,0.019322872161865234,1
122,0.01820993423461914,1,0.03248405456542969,123,0.019451141357421875,1
123,0.018446922302246094,1,0.031625986099243164,124,0.019046783447265625,1
124,0.018383026123046875,1,0.03101515769958496,125,0.020813941955566406,1
125,0.01929783821105957,1,0.0314788818359375,126,0.02246379852294922,1
